# omch2 ombh2 h ns 10^9As b0 loglike weights
1.078753079303657603e-01 2.035915245746771143e-02 6.525494349898055546e-01 9.595718734730575017e-01 2.551898031696247848e+00 9.848643040512234936e-01 1.257481937657815396e-04 -2.125843040651560489e+00
1.217966915056406391e-01 2.573573781745219780e-02 6.993638077655717211e-01 9.414899149898647845e-01 2.345776397266330360e+00 9.838460704152406366e-01 8.490474380091772046e-05 -2.518594518922268488e+00
1.047611787426869223e-01 1.965327237529799695e-02 6.422864507074770302e-01 9.775970487112304319e-01 2.530527779497258045e+00 1.003600525655611087e+00 1.049368973603328098e-04 -2.306765293859143195e+00
1.056884283297694627e-01 2.083232420372103239e-02 6.578463209962387426e-01 9.896077365725857167e-01 2.486288708985233686e+00 1.011630113408354292e+00 9.348898238336975769e-05 -2.422280891957135474e+00
1.084001051677154076e-01 2.100699878080426741e-02 6.566256412463420400e-01 9.686034244358255885e-01 2.469654120685191412e+00 1.002396309992912737e+00 7.993186369936944790e-05 -2.578949917826370619e+00
1.076380813636966388e-01 2.108048472726648664e-02 6.628388398362368150e-01 9.826230423872445163e-01 2.460183303999612825e+00 1.005990566849404244e+00 1.240894552160038322e-04 -2.139121767292624821e+00
1.118955924038440020e-01 2.247278224840962985e-02 6.784830612888418377e-01 9.770001239814279925e-01 2.367745927877885848e+00 1.008441477604794745e+00 6.968851640995054209e-05 -2.716088939033682426e+00
1.102374618046488564e-01 2.179847813869893736e-02 6.662657343275397714e-01 9.629310386433943547e-01 2.467550350352132327e+00 9.966764227007263166e-01 9.557769512366873243e-05 -2.400185007607357424e+00
1.152131104038482678e-01 2.317704893467072841e-02 6.806865408159410435e-01 9.465260097515680870e-01 2.432879216405364975e+00 9.856914278981282473e-01 6.610155478688006054e-05 -2.768932217517669603e+00
1.073504817568004532e-01 2.149643577808618006e-02 6.557697362732094470e-01 9.786497754681260375e-01 2.515592618380253498e+00 1.002355229820013349e+00 1.099246436354818800e-04 -2.260329412662847037e+00
1.202370328337392658e-01 2.584566204724676741e-02 7.068360546085282747e-01 9.624638907336527938e-01 2.261163159777954679e+00 1.007786738696637041e+00 7.251004633537653024e-05 -2.676399363432853118e+00
1.176790649130948496e-01 2.441446936033040555e-02 6.935958845185867805e-01 9.511981424109544614e-01 2.384311852684380728e+00 9.874497920338742851e-01 1.017709810480817303e-04 -2.337399480823897591e+00
1.073036441161466376e-01 2.016187486257593753e-02 6.586095804810514487e-01 9.691704355398107484e-01 2.463918574590739929e+00 1.003096118836857897e+00 8.200860392196718165e-05 -2.553300318199086760e+00
1.029753606082435963e-01 1.815361824413797356e-02 6.330266431518839498e-01 9.686434486716878345e-01 2.600964521157878018e+00 9.900792275731166159e-01 1.032391160085305325e-04 -2.323076673512916912e+00
1.208699534468327674e-01 2.637708206778004855e-02 7.016547420549348324e-01 9.557961290947309951e-01 2.311588882740799100e+00 9.982030357870844695e-01 7.837536449915009527e-05 -2.598614836187523203e+00
1.063663504264586446e-01 1.965591241727454933e-02 6.544446381888099351e-01 9.711313833337233969e-01 2.504011334387539645e+00 9.963953953890741788e-01 1.265576320222577594e-04 -2.119426692309527294e+00
1.173025191292282610e-01 2.362328918259417460e-02 6.928005608070245680e-01 9.518946413826868680e-01 2.342493260972621449e+00 9.931135934256182241e-01 9.313333769273184136e-05 -2.426092280873757279e+00
1.105812909716479275e-01 2.222753126307996235e-02 6.737374750043638727e-01 9.810789338223175893e-01 2.364837986165607031e+00 1.016797457276479744e+00 1.024301387302128442e-04 -2.330943492998683642e+00
1.193900051649517124e-01 2.541630417931745739e-02 6.986160798494920332e-01 9.510621660197819960e-01 2.336129622919682625e+00 9.953359469570040030e-01 9.427968944419052298e-05 -2.413858701747519486e+00
1.093556469109528417e-01 2.151704069602452390e-02 6.635659869634065178e-01 9.725037719706509654e-01 2.474313606014115319e+00 9.964913833161723744e-01 1.068328570949371068e-04 -2.288858955923671168e+00
1.085347376515929940e-01 2.123450888271945572e-02 6.708857108540747793e-01 9.812301357347517072e-01 2.400123152852808417e+00 1.014076612506257025e+00 7.742388720598064567e-05 -2.610829132622089599e+00
1.114051757640283774e-01 2.131297032430432697e-02 6.664372758929161256e-01 9.637791434395034385e-01 2.393308910723130012e+00 1.001764744553871100e+00 1.015554982883948114e-04 -2.339519055618711540e+00
1.047798807218413286e-01 1.993412301849558158e-02 6.425100646909934765e-01 9.718271463048484549e-01 2.585605003156520976e+00 9.951735185433935316e-01 1.226401445126706067e-04 -2.150870072925201715e+00
1.070185813946498421e-01 2.153564248236800038e-02 6.622199961564166903e-01 9.831449769508945336e-01 2.478290704365774033e+00 1.010543741030743403e+00 1.088401342746530230e-04 -2.270244338233898151e+00
1.230420812044415169e-01 2.697328846548587011e-02 7.065751548614317423e-01 9.415898895625400833e-01 2.341146957928392336e+00 9.865357938178614949e-01 9.449084954715820570e-05 -2.411621486214103882e+00
1.076600770755233305e-01 2.043523538468366985e-02 6.612994714457715029e-01 9.796769884768156134e-01 2.438187762990350560e+00 1.005653981101892525e+00 7.826396560730066712e-05 -2.600037198126312177e+00
1.094597366408107952e-01 2.091934562723372568e-02 6.658737041849811522e-01 9.750243697241094409e-01 2.386866020163102675e+00 1.010431137151660108e+00 7.746028269162163766e-05 -2.610359162239256570e+00
1.235389724327350114e-01 2.657799697864736063e-02 7.128470006818646842e-01 9.486570067980734100e-01 2.246850226048308308e+00 9.994005170193323018e-01 7.845669752863467417e-05 -2.597577637087741476e+00
1.070823305419786042e-01 2.052497253401801280e-02 6.552209468751162280e-01 9.684631632484753672e-01 2.550578054982937548e+00 9.893585395642077174e-01 8.728344049723394207e-05 -2.490963726009530532e+00
1.152259726052525246e-01 2.320601235115596350e-02 6.824877444053821796e-01 9.546454346205123231e-01 2.378119570512180481e+00 9.950544974924665498e-01 1.053139812782848106e-04 -2.303178299838410048e+00
1.144787593806179948e-01 2.274241930805463371e-02 6.777279582644787359e-01 9.558359293307008286e-01 2.394918323393938842e+00 9.923890494921654426e-01 1.156361375626590064e-04 -2.209675969776765836e+00
1.121435656946558473e-01 2.139130124511319508e-02 6.744209931743671005e-01 9.624199443317059677e-01 2.383702091641893617e+00 9.979470824335374690e-01 9.242677848395163128e-05 -2.433707738743567717e+00
1.114144586993343483e-01 2.190263707098656296e-02 6.770108959402997284e-01 9.743926856040069362e-01 2.368097204110506837e+00 1.007705062475650504e+00 1.027682219453908473e-04 -2.327648305649419935e+00
1.162686097647039618e-01 2.422094870095045302e-02 6.836243224828927323e-01 9.558618703897975299e-01 2.393085737260636225e+00 9.932221077428309286e-01 1.237004436017928837e-04 -2.142261620334753314e+00
1.045231719107297119e-01 1.878300572647055230e-02 6.358940947768561003e-01 9.648181976144419858e-01 2.575101207360231736e+00 9.913173388395579710e-01 7.491474336955403115e-05 -2.643773773969063434e+00
1.055424528939389595e-01 2.082034828079203440e-02 6.514482993524786103e-01 9.772263894345903923e-01 2.555883093384304861e+00 1.001230837625591841e+00 9.366961966985340796e-05 -2.420350578943558872e+00
1.233294235919323301e-01 2.770336917922174708e-02 7.137282820672221639e-01 9.518455526036522230e-01 2.289643050506564581e+00 9.985021781145162478e-01 1.351272007449786598e-04 -2.053907923275560599e+00
1.065822745019715106e-01 1.935039193307110800e-02 6.464204736935362794e-01 9.607568935895326456e-01 2.555612518059607208e+00 9.844480125624390787e-01 8.526448914433380419e-05 -2.514366423477352175e+00
1.092563349416038054e-01 2.023760375851078527e-02 6.636426554399151856e-01 9.670703821558729318e-01 2.413719204770949922e+00 1.000932842466303763e+00 8.119669653341038970e-05 -2.563249922582678586e+00
1.119477218727990830e-01 2.291584580992783726e-02 6.761125428312995123e-01 9.770789306085382320e-01 2.388705159821828961e+00 1.007595644188988837e+00 8.271413957005965985e-05 -2.544733924176458828e+00
1.213068527541040359e-01 2.655901130260995141e-02 7.023499378150406258e-01 9.477868031005174387e-01 2.333869019767152331e+00 9.942425455704018145e-01 1.163124245649156750e-04 -2.203844599989658537e+00
1.174325672578833413e-01 2.573305867205321479e-02 6.935757287807613469e-01 9.676893124536635193e-01 2.339941087914160889e+00 1.006987083595933363e+00 8.152205831584161328e-05 -2.559250848027964320e+00
1.033433789321409613e-01 1.880597741126612682e-02 6.360343925145077737e-01 9.744875719018146754e-01 2.585378852876524469e+00 9.961240346615443109e-01 5.392946728819847000e-05 -2.972447454374266940e+00
1.099914946980094788e-01 2.221868982291496514e-02 6.709912279164284010e-01 9.726417035565541047e-01 2.424106031835352226e+00 1.009408359245704823e+00 1.224088357877884357e-04 -2.152757930555111443e+00
1.124922702749120984e-01 2.225383692654408010e-02 6.671880099332450076e-01 9.575960359089179530e-01 2.469447481174283254e+00 9.866688620241463870e-01 1.320740868563826103e-04 -2.076761456636538217e+00
1.167369268637007268e-01 2.364185776596167479e-02 6.823153313414906940e-01 9.501050633932947020e-01 2.403914686877982820e+00 9.846713826517674573e-01 1.048730534017006609e-04 -2.307373882349544658e+00
1.122805244164871985e-01 2.218664853665414452e-02 6.702294611057052487e-01 9.616614418224292971e-01 2.431545232689531044e+00 9.934774425514504292e-01 8.719889756344429181e-05 -2.491932797622686380e+00
1.143733639525938706e-01 2.304418446633546905e-02 6.719457732204087153e-01 9.494336621958937572e-01 2.451558614361608157e+00 9.866963905384007472e-01 8.974526227510623057e-05 -2.463149247882700621e+00
1.029483647658207685e-01 1.909958674242953625e-02 6.451305966299988315e-01 9.876161309959851087e-01 2.504348837274289252e+00 1.014255151006876243e+00 1.325471468134271685e-04 -2.073186078694082113e+00
1.185515057288951679e-01 2.462870432692847861e-02 6.872228376052162968e-01 9.415816823396562230e-01 2.406404479372808769e+00 9.832344178800431767e-01 6.910023783944824909e-05 -2.724566313108773397e+00
1.064853560624172829e-01 1.985696865919725843e-02 6.460053922692937656e-01 9.684364771758950940e-01 2.527567545205652966e+00 9.942418373541488386e-01 1.270404541896726915e-04 -2.115618913173620719e+00
1.163287561227553668e-01 2.390503070003619987e-02 6.869351072776785916e-01 9.509815915512156437e-01 2.371637553466784620e+00 9.967467129880216437e-01 7.113886116795734742e-05 -2.695490727766694850e+00
1.086374046864677367e-01 2.099741085190225121e-02 6.606938130440689338e-01 9.763061966183023133e-01 2.434406650811612671e+00 1.006879098959959418e+00 7.496341369779956228e-05 -2.643124308684613677e+00
1.035919671489635430e-01 1.950530213312740360e-02 6.370052214975862048e-01 9.757284965729997595e-01 2.600571641678640411e+00 9.966967263738311100e-01 8.428240986754453033e-05 -2.525951303722070218e+00
1.052903918865383259e-01 1.966244348467811182e-02 6.498868012434234620e-01 9.719368946086174299e-01 2.512276515588626857e+00 1.003258722030332395e+00 7.475056727078048047e-05 -2.645967684687887900e+00
1.209249864225773741e-01 2.556344381170283162e-02 6.998283238653991711e-01 9.501023880075730732e-01 2.319333383796544190e+00 9.913246487752787051e-01 9.537026223495578586e-05 -2.402357672590853532e+00
1.115059835121360449e-01 2.117521676948021236e-02 6.709765900447868248e-01 9.570382604185082576e-01 2.418103775952779699e+00 9.944460332025893967e-01 8.142083019287569743e-05 -2.560493346389389746e+00
1.055450342907142819e-01 2.072571775793293630e-02 6.526192396896202119e-01 9.834027853073313841e-01 2.512815939893513928e+00 1.007490099478282719e+00 8.620977741135767440e-05 -2.503340887553451299e+00
1.204954365664637622e-01 2.485128691353862690e-02 7.025331264084632155e-01 9.491480200606597917e-01 2.292598945483351969e+00 9.941337353870133287e-01 7.218018474457532706e-05 -2.680958927127151004e+00
1.045290565485861439e-01 1.871392658637856601e-02 6.361719750644327931e-01 9.659460266112415150e-01 2.561280233681575424e+00 9.931287455139822251e-01 7.360741218460090584e-05 -2.661378756142732449e+00
1.158627905986059220e-01 2.486744113606720666e-02 6.949445241487208769e-01 9.750563906839817552e-01 2.305315862778412495e+00 1.016144445646939731e+00 9.188763830966370711e-05 -2.439557977931063437e+00
1.179298296424314552e-01 2.473216900514764449e-02 6.885025106870807932e-01 9.451680657850740630e-01 2.426881675177494646e+00 9.816483354798877237e-01 8.574623664729029383e-05 -2.508732288248842757e+00
1.042106998322317457e-01 1.969184003720551163e-02 6.430157891757468658e-01 9.747507305465760163e-01 2.558020895369654824e+00 1.002408534322944522e+00 8.562966029286991703e-05 -2.510092763957301631e+00
1.045966868179893788e-01 1.977188526635883722e-02 6.499289288585599067e-01 9.822463219650930943e-01 2.541141120537520948e+00 9.999579166736600744e-01 8.428105624589051512e-05 -2.525967364398623793e+00
1.142615011641637535e-01 2.259338794342017481e-02 6.834639259620073348e-01 9.589363536740195260e-01 2.380243179169565959e+00 9.950445457144680983e-01 9.401099501129804863e-05 -2.416712742201597486e+00
1.166875914314696588e-01 2.548116265823039198e-02 6.987986384718405386e-01 9.711403435118690641e-01 2.315715069187248787e+00 1.013790275449513167e+00 7.659279276054429110e-05 -2.621621502804712733e+00
1.163600558961296327e-01 2.501069262085297423e-02 6.881153438050852111e-01 9.670906850019567180e-01 2.361418626001475118e+00 1.004065548925747731e+00 9.454164816377632848e-05 -2.411084027116262352e+00
1.199715886604297010e-01 2.661917284232103928e-02 7.059168493288613400e-01 9.626320618557815401e-01 2.319288127295566326e+00 1.001498127513248626e+00 7.421615223897427079e-05 -2.653142674191914185e+00
1.052600805132692385e-01 1.990350645995478049e-02 6.526572937174736078e-01 9.787484593172607328e-01 2.535195965810755681e+00 9.982722392527587640e-01 9.249999763825744259e-05 -2.432915866850623221e+00
1.145431374715711603e-01 2.253977034128158349e-02 6.766776281917663560e-01 9.570639612855781353e-01 2.384949130436218478e+00 9.935629184766634481e-01 8.315172636144138954e-05 -2.539457518399515834e+00
1.158126443357437585e-01 2.337141853006652337e-02 6.818666761952569821e-01 9.456980720901991821e-01 2.420784344893409212e+00 9.860737446813971907e-01 8.595501772586291837e-05 -2.506300376120622619e+00
1.163505742082327488e-01 2.549350486273955357e-02 6.903706312366056919e-01 9.698026876619256775e-01 2.361672649545398350e+00 1.007200828516210178e+00 6.625289893804593786e-05 -2.766645264372244117e+00
1.115913493822164870e-01 2.303907225473603160e-02 6.751988258129489884e-01 9.663895375924383968e-01 2.476369054871606412e+00 9.949716940421539091e-01 8.567619809548341454e-05 -2.509549433983697231e+00
1.229801877811858568e-01 2.771076505336702439e-02 7.104471971921750839e-01 9.516807919126213378e-01 2.310307859380270834e+00 9.969483040866631285e-01 9.184638533615550903e-05 -2.440007028938413924e+00
1.028302571937713961e-01 1.937757247756917434e-02 6.469637932053847740e-01 9.902454473045031458e-01 2.522167365596320820e+00 1.013153539511537859e+00 9.026568724134138074e-05 -2.457367083879923531e+00
1.020965560013630535e-01 1.873285906395896414e-02 6.348846818492730470e-01 9.785687318079311359e-01 2.620865930846574265e+00 9.955446439642892109e-01 1.419742495703805356e-04 -2.004478785733325719e+00
1.067815548817977606e-01 1.958627758522211992e-02 6.543248987261032212e-01 9.707712230287972588e-01 2.469517843263556056e+00 1.000032387009827328e+00 1.181350136441378687e-04 -2.188296332025066349e+00
1.107218151951792628e-01 2.132500230446627079e-02 6.620869276237247858e-01 9.574512060198383523e-01 2.465986455121547127e+00 9.928612216291973214e-01 1.050359161026839463e-04 -2.305822136046872028e+00
1.174373275236604564e-01 2.515677056344576765e-02 6.892912126384318494e-01 9.600167777317593076e-01 2.362451661293444971e+00 9.989855446330793143e-01 1.014947459017262905e-04 -2.340117453209650034e+00
1.122590288000167580e-01 2.227397125978614056e-02 6.735434223271887788e-01 9.592721502820893420e-01 2.466683309333528307e+00 9.876463362846628069e-01 8.048256879762973027e-05 -2.572083861534993243e+00
1.032376851818392755e-01 1.900696014905743289e-02 6.357957219271763716e-01 9.721916301165067775e-01 2.617739432231878549e+00 9.917653954065378530e-01 1.310676450351852692e-04 -2.084410921596448585e+00
1.125921446652798086e-01 2.338720205119362155e-02 6.816614618678537019e-01 9.693951642070363084e-01 2.391611099095205972e+00 1.008965520805276128e+00 1.041976370009293725e-04 -2.313835034308790117e+00
1.072861480812477702e-01 2.142036540686400106e-02 6.597744825353284437e-01 9.826990176226515494e-01 2.459218205468365781e+00 1.013562205677012162e+00 1.144571627827203599e-04 -2.219923857012645829e+00
1.204451861472912999e-01 2.514781733385675067e-02 6.952633660682135952e-01 9.423854055940651397e-01 2.336647479077194944e+00 9.901347866352787630e-01 1.165562365899501594e-04 -2.201750611791213341e+00
1.203785580559925128e-01 2.444935360030543042e-02 6.949331064587384033e-01 9.381946195423819246e-01 2.347781003711617132e+00 9.827319899706159489e-01 6.650484302738876791e-05 -2.762849713347105496e+00
1.149813351531988603e-01 2.379011383895954929e-02 6.854884088354871174e-01 9.646264078119005658e-01 2.339608424001292875e+00 1.008240660904082819e+00 9.348126162010075445e-05 -2.422363480107081024e+00
1.121956593621920156e-01 2.158806834588692172e-02 6.630122101674368329e-01 9.509622785943846468e-01 2.483405264008733404e+00 9.819864950033235784e-01 9.374124878776137046e-05 -2.419586171607045699e+00
1.105392308702255050e-01 2.202797625698633618e-02 6.701228779810368685e-01 9.743813438142966410e-01 2.385982565005246414e+00 1.013178247352946704e+00 9.315422834453462885e-05 -2.425867996963299689e+00
1.070156869288795415e-01 2.132298550170844478e-02 6.565037067799196491e-01 9.833590960191322949e-01 2.472074261869347200e+00 1.011929946623478793e+00 8.422997606062798844e-05 -2.526573617723737453e+00
1.135174012684466577e-01 2.279337001152983294e-02 6.712349737873281041e-01 9.560836808657783292e-01 2.446575512638346606e+00 9.901681260414897379e-01 9.556959325708429265e-05 -2.400269778536184173e+00
1.140318392496528499e-01 2.367294540379436679e-02 6.863656622954841247e-01 9.631289175038584283e-01 2.407738666816415574e+00 9.978051632732036769e-01 1.115895070999462272e-04 -2.245297462711741687e+00
1.061378086391477904e-01 1.913790316398677332e-02 6.453818368353924084e-01 9.688017100652321911e-01 2.504292050114310442e+00 9.956354216216167785e-01 7.572774269330396688e-05 -2.632979910453409733e+00
1.142082622402970093e-01 2.200071720206127693e-02 6.736120203690414421e-01 9.498639002895566952e-01 2.419946089600401251e+00 9.843749314138583451e-01 6.909907844229443207e-05 -2.724583091732359019e+00
1.143593877320515373e-01 2.452977307903936310e-02 6.916126781768937581e-01 9.729969707401813217e-01 2.369639895636433291e+00 1.008869839765952570e+00 1.060723250505779899e-04 -2.296003312595543910e+00
1.178953443640344129e-01 2.490711262897265035e-02 6.964149782903481523e-01 9.527286593274771898e-01 2.382324048168058539e+00 9.900158098551478103e-01 8.656336112034572147e-05 -2.499247841543801307e+00
1.157538879034035462e-01 2.425238268424881327e-02 6.883114825482610222e-01 9.650232955077794328e-01 2.325683714010636116e+00 1.010706701797830176e+00 1.166008821768403550e-04 -2.201367646109768206e+00
1.101564767542198703e-01 2.109729071061011707e-02 6.608263247259026363e-01 9.568448555793104271e-01 2.471098098219741690e+00 9.928284735186170273e-01 8.191162745727313275e-05 -2.554483533659336114e+00
1.107196252672649345e-01 2.076749182553885159e-02 6.603707783002970011e-01 9.548424034785812919e-01 2.444063200010178960e+00 9.931666255241100583e-01 7.492257419445906824e-05 -2.643669249608382898e+00
1.179026790223497989e-01 2.394064039638121519e-02 6.871633205584531945e-01 9.428664100020052175e-01 2.377993854179343280e+00 9.871293892114256785e-01 1.035567692199445997e-04 -2.320004528620871476e+00
1.063965297213110145e-01 2.077349894040252110e-02 6.500075986690683205e-01 9.732224969008275162e-01 2.549904130014835957e+00 9.966944239682089535e-01 8.949811355287167099e-05 -2.465906938399522463e+00
1.136210287779242240e-01 2.419439685443810356e-02 6.894939053081952096e-01 9.765059255569693564e-01 2.352055322745372212e+00 1.015010073357764497e+00 9.159616580107838755e-05 -2.442735073099471688e+00
1.137091748506915412e-01 2.237279134071443881e-02 6.703042766654336848e-01 9.534428540675330410e-01 2.444249116813447031e+00 9.859210200987047479e-01 1.150698105545124174e-04 -2.214585493352581480e+00
1.107141910063253326e-01 2.259875399157021403e-02 6.763353730988352908e-01 9.798119562032121532e-01 2.416359773521580934e+00 1.006604907526396975e+00 9.545225151596229340e-05 -2.401498347509757547e+00
1.124496430924923074e-01 2.259034385514577248e-02 6.696858967414869301e-01 9.601080111928474992e-01 2.425087456554949839e+00 9.996707103447749487e-01 1.040335477712261628e-04 -2.315411063987991458e+00
1.087116493850584509e-01 2.147334294933091192e-02 6.651709854867853267e-01 9.740098391826239599e-01 2.439425375263549967e+00 1.009724714335479501e+00 7.413316747783699472e-05 -2.654261449390229455e+00
1.123141077345862215e-01 2.212011140356682018e-02 6.779089755699936326e-01 9.673985126389461620e-01 2.397192846229684982e+00 9.982371958055059613e-01 1.107781667467447372e-04 -2.252594781962731663e+00
1.126899013714294795e-01 2.383833141162909272e-02 6.767144429884326406e-01 9.664580428998399420e-01 2.445006944551111783e+00 1.001726627944919956e+00 6.803256515124172469e-05 -2.740137996013243260e+00
1.144988990110694799e-01 2.415483714543159924e-02 6.904292848371457181e-01 9.671723530539991787e-01 2.373320233607002727e+00 1.005571902804518913e+00 1.116775507786583804e-04 -2.244508777769926855e+00
1.167604790273985560e-01 2.326736754716372813e-02 6.811911557863001843e-01 9.430685464262410500e-01 2.417622663141983708e+00 9.808163915506954433e-01 8.262543321140746388e-05 -2.545806944575279118e+00
1.111684234858081599e-01 2.090094041788816831e-02 6.673987026536112310e-01 9.546103998329269480e-01 2.447576752681678958e+00 9.888439400627552223e-01 8.351560312993938607e-05 -2.535091007605105418e+00
1.022006040454129794e-01 1.799418568052888259e-02 6.380418510126062426e-01 9.790750107103555200e-01 2.552246399118499820e+00 1.001315130961700994e+00 8.583376117124170805e-05 -2.507712069894072471e+00
1.027179075675708209e-01 1.865395095889686369e-02 6.337973881517885433e-01 9.769609786785689032e-01 2.569119139829026288e+00 1.002510730034268827e+00 7.610549159236106053e-05 -2.628004060729510538e+00
1.047095977419242041e-01 1.847213184964373311e-02 6.443167159300527969e-01 9.697359924313633250e-01 2.517200243836666296e+00 9.963092290126731587e-01 6.692585954596404121e-05 -2.756539053091506819e+00
1.024131689115264920e-01 1.927144656239588444e-02 6.388841692214426438e-01 9.846141513602284512e-01 2.565441538440905500e+00 1.008722959389538376e+00 1.026775344733852745e-04 -2.328531141873212640e+00
1.212982114487165808e-01 2.556042262614146784e-02 7.004777913609200324e-01 9.417552035646130637e-01 2.340494154529183746e+00 9.868305513158284192e-01 1.074784481692310457e-04 -2.282834140514853338e+00
1.239766169363164389e-01 2.774390592007287826e-02 7.125897885322556302e-01 9.471924121966344146e-01 2.296849788983405638e+00 9.946822407385988996e-01 1.388574027148646182e-04 -2.026676959029932057e+00
1.120063889512606659e-01 2.338244496373534723e-02 6.750319771628908727e-01 9.650986401453250929e-01 2.484189746334552140e+00 9.931611780112925558e-01 7.000844589660049728e-05 -2.711508595399881649e+00
1.074565397143072698e-01 2.105177108266621105e-02 6.547536093807175828e-01 9.789212267149531854e-01 2.487427546423619074e+00 1.003864385441584517e+00 8.324575907701332953e-05 -2.538327300291543853e+00
1.115060178450136275e-01 2.132762332305148181e-02 6.608779125127565157e-01 9.511085283847497962e-01 2.484505939246200779e+00 9.849053203503536080e-01 8.874092798484155189e-05 -2.474403282595045273e+00
1.055037120111044918e-01 1.988608865856870273e-02 6.545115440530080431e-01 9.844666549990015447e-01 2.443510311761376563e+00 1.015741963040275753e+00 1.040087103834281049e-04 -2.315649836515613291e+00
1.137955683152878927e-01 2.365085754053879163e-02 6.815458287127675874e-01 9.674342245147553587e-01 2.420172651983293122e+00 9.954979289888397087e-01 6.647229243448627735e-05 -2.763339280120213459e+00
1.098908002028785580e-01 2.191666450445015762e-02 6.720413368522978326e-01 9.831370746828358431e-01 2.366467218825663466e+00 1.017911751830198774e+00 7.385434087842215672e-05 -2.658029698919527117e+00
1.026224832664087566e-01 1.809371954213259692e-02 6.371137081622615383e-01 9.778710310361895530e-01 2.552690085575594736e+00 9.999192226651447690e-01 8.576246796050976211e-05 -2.508543011403623346e+00
1.229403069310773811e-01 2.771393350884750195e-02 7.136858731616859686e-01 9.580290390576358117e-01 2.265853168136253704e+00 1.005530016899704782e+00 8.032935650155381896e-05 -2.573989346369512710e+00
1.118578359290386542e-01 2.165810722178360126e-02 6.717435009972823057e-01 9.664272149193062766e-01 2.386543410234254203e+00 1.001868057232270015e+00 9.511406741550670072e-05 -2.405047604874510636e+00
1.093291699994341643e-01 2.233902729095062559e-02 6.702503160916912783e-01 9.746692653156164843e-01 2.483798768491216613e+00 1.001450493468094116e+00 9.762026939785312324e-05 -2.379039335723055704e+00
1.162182286954527854e-01 2.453343223545064941e-02 6.821903053856785970e-01 9.543323436220463307e-01 2.421592416560754746e+00 9.909243645996342886e-01 1.113548531787294523e-04 -2.247402508182043235e+00
1.222888502253172416e-01 2.712606149774055009e-02 7.086508486000436813e-01 9.529183914662358035e-01 2.317958090295988427e+00 9.938938707232056746e-01 1.139936815173983061e-04 -2.223981464264173091e+00
1.055175606010332751e-01 1.986563917770818588e-02 6.451896664673255621e-01 9.672993346867913012e-01 2.560003242638924092e+00 9.954888286750231963e-01 9.654600366441289637e-05 -2.390104869176486790e+00
1.037766251596206751e-01 1.886577536645704656e-02 6.390928889307619931e-01 9.785204404482620300e-01 2.532177602405783823e+00 1.003072889375516752e+00 1.181981727605510319e-04 -2.187761839862732316e+00
1.050464812329794384e-01 2.001511673644115405e-02 6.423203444150146213e-01 9.715782517674365071e-01 2.573060605886241525e+00 9.970352820914830660e-01 8.274385811733405739e-05 -2.544374696481098486e+00
1.138579458042201648e-01 2.348736568668249175e-02 6.782612281106543684e-01 9.674496217983702406e-01 2.365807603986873175e+00 1.008272314477181686e+00 1.113102085547152488e-04 -2.247803510694648121e+00
1.221184144704015179e-01 2.605725207771696431e-02 7.088339975231553458e-01 9.476209766265389911e-01 2.273090930383911967e+00 9.987512840657173374e-01 1.003988150163481351e-04 -2.350974081274689542e+00
1.106845822087905579e-01 2.112054546879318928e-02 6.634118505179611436e-01 9.535270954853715120e-01 2.492480443171082527e+00 9.857242522836481280e-01 7.326797386172055615e-05 -2.666000891087660474e+00
1.188852602659165314e-01 2.418469160470256354e-02 6.934753868612871797e-01 9.446692274215466867e-01 2.362484563588895803e+00 9.850104439619162822e-01 1.037432602943433297e-04 -2.318205289854279982e+00
1.044806571914236037e-01 1.944454909823811750e-02 6.517927244941285059e-01 9.809442091715280254e-01 2.492347211024350528e+00 1.008911745414605043e+00 1.257864787868124342e-04 -2.125538629168736815e+00
1.192490771320324355e-01 2.625984335983254023e-02 6.969874538150614418e-01 9.575991629406411798e-01 2.366035646340260978e+00 9.957923027300148444e-01 1.032174639154285583e-04 -2.323286423119241828e+00
1.079914776603306398e-01 2.185891270636404482e-02 6.656874481793276788e-01 9.872189101118149512e-01 2.452330529877953857e+00 1.010781488063879241e+00 7.125986593633131048e-05 -2.693791206992036447e+00
1.090158267914573126e-01 2.095759814735368917e-02 6.558107153031283998e-01 9.659419763007681681e-01 2.508865137780366794e+00 9.896180493537571898e-01 8.452321775089079506e-05 -2.523098222932135926e+00
1.120784561475801078e-01 2.190129271683202705e-02 6.720343702896169891e-01 9.668379303890135557e-01 2.361085247110330965e+00 1.007809729369188778e+00 7.364466080046812454e-05 -2.660872839778951615e+00
1.044279573659132043e-01 1.982672538935219622e-02 6.457089013605519234e-01 9.853537609791318541e-01 2.501645756869551374e+00 1.011080587664791697e+00 1.006025477489490863e-04 -2.348946902955427518e+00
1.057472565360452615e-01 2.064031824345628069e-02 6.485319995485063771e-01 9.801168693253483610e-01 2.537678321934484948e+00 1.001873029160701201e+00 1.009624481284978920e-04 -2.345375838838352767e+00
1.088014708194688512e-01 2.182701227228171434e-02 6.613767566485975191e-01 9.726890074498749650e-01 2.502165550907111680e+00 9.974666241842178316e-01 8.117006348460693204e-05 -2.563577982944779343e+00
1.172367190979281687e-01 2.515232919454084282e-02 6.889286609034296349e-01 9.556261121944138459e-01 2.405446125650133382e+00 9.926145717022926140e-01 7.836649826884441237e-05 -2.598727967806079064e+00
