# loglike weights omch2 ombh2 h ns 10^9As b0
1.103698119219480023e-01 2.461650303708908666e-02 6.909466389939830089e-01 9.658183099397836813e-01 2.529961063478973315e+00 1.055024856817398105e+00 0.000000000000000000e+00 -8.500609319472023344e+02
1.369616739519609050e-01 2.283172152696392315e-02 7.232125372776022632e-01 9.827749152275829791e-01 2.165098695448670618e+00 9.417139275737631543e-01 0.000000000000000000e+00 -8.108021265264109161e+02
1.116976600059063629e-01 2.198794995096885890e-02 7.360255581991000939e-01 9.923648151205374246e-01 2.516339035672943591e+00 1.034981468904041080e+00 0.000000000000000000e+00 -1.005274586248371975e+03
1.023893480320808569e-01 2.347222267268673709e-02 6.523902721507497393e-01 9.924782459903265242e-01 2.772789518058488500e+00 1.076595778777105661e+00 0.000000000000000000e+00 -7.658564849462728716e+02
1.312438211633311091e-01 1.924167967341633076e-02 6.525851001144011843e-01 9.422598480403746590e-01 2.040985737392295718e+00 1.035265484172326111e+00 0.000000000000000000e+00 -8.144825670099288573e+02
1.240580276915136948e-01 2.008501383444764171e-02 6.393256623561432983e-01 9.706655841895633907e-01 2.024533444995850751e+00 1.059316687419496805e+00 1.041815505810729816e-253 -5.896684164339617382e+02
1.149941550674530855e-01 2.413185932209428036e-02 7.183934236189152278e-01 9.548664557722250645e-01 2.363861926317983198e+00 1.071920886123290728e+00 1.755302116326747583e-281 -6.536191229195288770e+02
1.284140483848212333e-01 1.811783862111861904e-02 7.053491854087976520e-01 9.649928748511017451e-01 2.311981328260243718e+00 9.238149315186061639e-01 2.272409875905350302e-309 -7.178333056238041081e+02
1.146907783434500117e-01 2.644208485804342562e-02 6.906237541103260602e-01 9.872455399438296864e-01 2.454413056405005289e+00 1.044255391319935944e+00 0.000000000000000000e+00 -8.919694577655891408e+02
1.357075180604259967e-01 2.087540968092178872e-02 6.118918825002134243e-01 9.484956092574609032e-01 2.166126175017914157e+00 9.833563476404363346e-01 0.000000000000000000e+00 -7.577324766834891534e+02
1.133902769207034561e-01 2.448731330316724839e-02 6.970856778540688303e-01 9.328645190685702637e-01 2.495830526533679539e+00 1.060436672888143583e+00 0.000000000000000000e+00 -8.088465582784522212e+02
1.345952421714748937e-01 2.333418484692603712e-02 7.460535805987905666e-01 9.337363214404161837e-01 2.804465785193656746e+00 8.617827488342111319e-01 0.000000000000000000e+00 -8.148561319191600205e+02
1.381210516187479920e-01 2.239859426427642450e-02 6.493982292622093588e-01 9.257408895279144456e-01 2.334896700755061616e+00 9.512505455945706734e-01 3.462100171763227400e-276 -6.414269630517293308e+02
1.022153477936222910e-01 2.030355067664120494e-02 6.238204355329206585e-01 9.390565109318751436e-01 2.918191398461269959e+00 1.010971957197391857e+00 0.000000000000000000e+00 -9.598334116226878905e+02
1.226270434057678826e-01 2.257829942792913963e-02 6.285780036280361749e-01 9.728321554998222709e-01 2.595319065225826005e+00 9.763945259292684531e-01 0.000000000000000000e+00 -8.200590711741820087e+02
1.068499298235731920e-01 1.817201133383906583e-02 6.939083913421412175e-01 9.830081323770119006e-01 2.672051848400009089e+00 1.004443946011297939e+00 3.934621965604299621e-299 -6.942584807740569204e+02
1.218244075100348711e-01 2.588848004962072263e-02 6.429276586215382228e-01 9.692624890773562374e-01 2.749469786998964160e+00 9.424729561882017048e-01 0.000000000000000000e+00 -8.973725734229395812e+02
1.166271826260561750e-01 1.835091384559288386e-02 7.443288579871838451e-01 9.840206280829421059e-01 2.685086103305891481e+00 9.165010845943597495e-01 0.000000000000000000e+00 -9.630860242065092507e+02
1.185247858824016870e-01 2.386624439393890060e-02 7.021321182425128704e-01 9.251429054937214680e-01 2.572725083818374170e+00 9.872352556981882632e-01 0.000000000000000000e+00 -7.899661287631847699e+02
1.133863581333775794e-01 1.930147329846348264e-02 7.176613449973398007e-01 9.721319222564207552e-01 2.391708051042155336e+00 1.034018232623134415e+00 0.000000000000000000e+00 -8.407184953735410318e+02
1.306530379380994311e-01 2.088034803554255497e-02 6.935736092700988120e-01 9.269656166346416093e-01 2.801404690332764957e+00 8.756791357762769845e-01 0.000000000000000000e+00 -8.743810485298041613e+02
1.300534818000353421e-01 2.641444338801857833e-02 6.764362484027358624e-01 9.589038954013269223e-01 2.880151524528760110e+00 8.736541775404815802e-01 0.000000000000000000e+00 -9.514244414688203051e+02
1.454830804071169936e-01 2.656708810053551306e-02 7.461893639846705062e-01 9.335017096460501707e-01 2.541468148349645961e+00 8.769441524626823137e-01 1.104446725879537486e-311 -7.231599721884920200e+02
1.203100476496289650e-01 1.823369963021848408e-02 6.633243897159691871e-01 9.841603021342127944e-01 2.045642051251526983e+00 1.072555222997071622e+00 1.681666159875382360e-243 -5.661637453101377560e+02
1.201568142053961313e-01 2.027641953409444267e-02 6.331900583470021493e-01 9.445838692639388912e-01 2.035620888917427429e+00 1.121886616056528174e+00 0.000000000000000000e+00 -8.717008316093231315e+02
1.328159836861678433e-01 2.219552240603684529e-02 6.775050309760578537e-01 9.200414431522989656e-01 2.486557143803754144e+00 9.437817341415681849e-01 0.000000000000000000e+00 -9.081307354823952664e+02
1.202520137794917399e-01 2.535837709203594623e-02 6.286563216289756673e-01 9.202094320137702566e-01 2.425755774678440613e+00 1.064486269182183475e+00 0.000000000000000000e+00 -7.523345720465141540e+02
1.064952524936985390e-01 2.330131917139952394e-02 6.494586618356711361e-01 9.770436342722446099e-01 2.555741913387843844e+00 1.081867625116164078e+00 2.371045633993563185e-227 -5.289788378323812594e+02
1.403444451864927778e-01 2.534491899846499224e-02 6.404118681718321549e-01 9.330279953882247845e-01 2.570193730414368716e+00 8.954298440847818785e-01 0.000000000000000000e+00 -8.240848410694571839e+02
1.431598844868958720e-01 2.639304326979352577e-02 7.059696477038255313e-01 9.266899078005720325e-01 2.539476792060525678e+00 8.740857822529533028e-01 0.000000000000000000e+00 -9.895845884812624718e+02
1.288237674145540357e-01 1.810199382934955456e-02 7.411061033800292464e-01 9.882185923326525234e-01 2.046225711504417788e+00 1.000583068029311740e+00 0.000000000000000000e+00 -8.678389125634602124e+02
1.538783066641823127e-01 2.651603924048575103e-02 7.260804829747975475e-01 9.256203826555288172e-01 2.195112328413330260e+00 9.173496932990132802e-01 0.000000000000000000e+00 -7.800748000116637968e+02
1.060542775208102029e-01 2.044427813260440985e-02 6.502092635068676962e-01 9.827267801698910121e-01 2.667991011011639824e+00 1.013263848900007646e+00 2.310203741047891348e-283 -6.579495983734423135e+02
1.462886229602867183e-01 2.146026058539472064e-02 6.836969134310086904e-01 9.231219781906998545e-01 2.044339499977085417e+00 9.661857773561601803e-01 0.000000000000000000e+00 -7.908593492227346360e+02
1.097388439447596203e-01 2.103942197669361053e-02 6.546830605477980125e-01 9.709108764226177524e-01 2.422591506526532434e+00 1.083572599874728315e+00 0.000000000000000000e+00 -8.082679428027513495e+02
1.127800304327604836e-01 1.799335260426342467e-02 6.913456970034386195e-01 9.233994201966754245e-01 2.242714892029811224e+00 1.066854652522343017e+00 1.136350985434867052e-322 -7.484744246524147684e+02
1.157595323018875966e-01 2.207780195930992076e-02 7.111347827179200776e-01 9.582556487453955940e-01 2.269384667112305909e+00 1.048461569454781195e+00 0.000000000000000000e+00 -1.003867937895761429e+03
1.182503527395460663e-01 2.035319705411985439e-02 6.589800592897014919e-01 9.317817958845359128e-01 2.110188623043992795e+00 1.083638445291041030e+00 0.000000000000000000e+00 -9.333384356088885170e+02
1.347713182287402778e-01 2.659224011070211377e-02 7.360688635643309885e-01 9.266181930782336762e-01 2.111240321001658149e+00 1.013306895837781108e+00 3.605395632093204214e-317 -7.357923956839625816e+02
1.174306915559724107e-01 1.903407442189422247e-02 6.325313142649798825e-01 9.222858368343723745e-01 2.777617153454944088e+00 9.523764088390712645e-01 4.904464492294447290e-274 -6.364735223455537607e+02
1.226299395075611809e-01 2.352142279864004315e-02 6.302810114361963034e-01 9.530040559111364606e-01 2.219390695664261504e+00 1.057898845721976677e+00 9.867431906136352841e-290 -6.726157901169240176e+02
1.205532014906355864e-01 2.680562024298578996e-02 6.637808530873203772e-01 9.208047473081529821e-01 2.640076440639300692e+00 1.021129146512913533e+00 2.752497959647531145e-280 -6.508666699663504005e+02
1.389382667632287349e-01 2.672324509609092652e-02 6.988443561383773650e-01 9.345529958064373588e-01 2.916046960963682544e+00 8.365312085886568161e-01 3.587855313534548279e-319 -7.404024422918341770e+02
1.176104185779369427e-01 1.939032240709669466e-02 6.843164591259559559e-01 9.938356432348575131e-01 2.208625308782175889e+00 1.016269287946328426e+00 3.110895326566810360e-285 -6.622571937085468790e+02
1.218687569699706957e-01 2.239350312823764483e-02 6.984131378913795984e-01 9.847335772411256460e-01 2.017534867195854176e+00 1.068570813958858778e+00 0.000000000000000000e+00 -9.693976808544717869e+02
1.184382823640841714e-01 2.360248138720381916e-02 7.148633477532296832e-01 9.985693192910690685e-01 2.542582110722622524e+00 9.669671766747260921e-01 4.715343828440747015e-256 -5.950663147471517505e+02
1.147757601628158486e-01 2.319466858413770857e-02 6.844741678338482904e-01 9.385526937776321743e-01 2.279307523724583895e+00 1.094567685307648475e+00 0.000000000000000000e+00 -7.769426857762318832e+02
1.387141498355978220e-01 2.054007125354811655e-02 6.606215211483131844e-01 9.804549918522070806e-01 2.009745771305413875e+00 9.764140027306165148e-01 0.000000000000000000e+00 -1.002533516212147902e+03
1.432503445543420184e-01 2.677151872248404590e-02 6.928889913881377538e-01 9.514770767618778713e-01 2.037773338478035434e+00 1.019019934310276820e+00 0.000000000000000000e+00 -7.915405988576991376e+02
1.134922600463365849e-01 1.938924511872651413e-02 6.619916224494881707e-01 9.764319333258517641e-01 2.169839410190772533e+00 1.103501178696340013e+00 0.000000000000000000e+00 -8.191229871325447220e+02
1.245885873484212369e-01 2.166212873467338387e-02 7.110969385242050800e-01 9.264270176157083370e-01 2.912190693087997495e+00 8.936567473012305696e-01 0.000000000000000000e+00 -8.700108734061533369e+02
1.074572647516024437e-01 1.936273653539207981e-02 7.077564379103225001e-01 9.510171138753038544e-01 2.658532520584572456e+00 1.015662059656658567e+00 0.000000000000000000e+00 -7.722255826624295878e+02
1.265464503769226923e-01 2.183569577834024167e-02 6.552822266711059163e-01 9.431921144818875558e-01 2.248482682643992092e+00 1.032898555280254094e+00 0.000000000000000000e+00 -9.434481431539923051e+02
1.266867742747203873e-01 1.964511126384394651e-02 6.306526427929063372e-01 9.220286312739144341e-01 2.056012720807121053e+00 1.047937699277367241e+00 0.000000000000000000e+00 -9.225449281126252572e+02
1.170188556207645558e-01 1.836994768249377782e-02 6.704669289626845607e-01 9.779660236782121707e-01 2.299598780274036081e+00 1.033219683885491458e+00 0.000000000000000000e+00 -1.059840210658833939e+03
1.152429541432016119e-01 2.619406261311187784e-02 7.191231826285581219e-01 9.307746854871306041e-01 2.767021643367798767e+00 1.005007025791302411e+00 6.792266279331705115e-319 -7.397642134877919489e+02
1.183818200051728053e-01 1.970815728773507580e-02 7.404717346921927401e-01 9.413107386542017840e-01 2.287593413038720769e+00 1.016365219617938465e+00 7.718963780646169783e-280 -6.498354986849695933e+02
1.361209004937994627e-01 2.417314547434335284e-02 6.498131050006428211e-01 9.957889837223207197e-01 2.107416087955691797e+00 9.936583489719610363e-01 0.000000000000000000e+00 -8.640817982105307919e+02
1.107838199215292196e-01 2.656385291891274342e-02 6.704993808916305253e-01 9.731717655422258417e-01 2.552845955836951397e+00 1.091108911454274910e+00 0.000000000000000000e+00 -8.073059600397577924e+02
1.330632667284668280e-01 1.908843268326991527e-02 6.789492453179379883e-01 9.614769100362235976e-01 2.390113572410040632e+00 9.152278262594262248e-01 0.000000000000000000e+00 -8.997823305674422727e+02
1.125036036057394384e-01 2.328050000911074946e-02 6.733122064091732195e-01 9.696006487500143933e-01 2.216313621013682233e+00 1.127515391113464105e+00 4.643645819883034265e-311 -7.217238169027556296e+02
1.081920730655966389e-01 2.524114538224395132e-02 6.306667938553882635e-01 9.955344243005763705e-01 2.628204882033529532e+00 1.064397103606367079e+00 2.307315386903210374e-221 -5.151905736495251631e+02
1.275595578636143368e-01 2.317398340336275162e-02 7.281657418259145365e-01 9.869908344554353397e-01 2.871927872523844627e+00 8.630758435666864292e-01 0.000000000000000000e+00 -8.388817737432693775e+02
1.529419282191177842e-01 2.600275214868502660e-02 7.231624441554550531e-01 9.259438711926875065e-01 2.049042532124510707e+00 9.549308578929558422e-01 3.283708850421257990e-256 -5.954281630521725219e+02
1.373130981512381554e-01 2.385520461888138155e-02 6.926092944584880673e-01 9.380267892630899107e-01 2.046683371845106070e+00 1.030278940751898187e+00 1.381685806446044506e-291 -6.768843104851285943e+02
1.405100073841333563e-01 2.259366569758264331e-02 7.316893545291462964e-01 9.397156353904536630e-01 2.351830291684549046e+00 8.974887119596848262e-01 3.002054630323563521e-231 -5.379532123269625572e+02
1.189195890528620264e-01 2.497036876318533410e-02 6.556379121351370021e-01 9.717108036718905550e-01 2.361840828702105988e+00 1.074847520707441717e+00 0.000000000000000000e+00 -1.005372556068594918e+03
1.247245310765582593e-01 2.393697713345178252e-02 7.107079522250474568e-01 9.620535653531270270e-01 2.703665541368988734e+00 9.104220467946774198e-01 1.420469417171664500e-274 -6.377126808642699416e+02
1.306152274397427426e-01 1.938915680255008309e-02 6.762658272116298663e-01 9.986857753767681700e-01 2.342775966247939490e+00 9.202986036760494315e-01 0.000000000000000000e+00 -1.014312594726554607e+03
1.344234109939288491e-01 2.605247772431204534e-02 6.187799981042202413e-01 9.289844140588049415e-01 2.271920961302605679e+00 1.006988197244120142e+00 0.000000000000000000e+00 -9.927167879928900902e+02
1.374512829701858840e-01 2.668406385211934823e-02 6.271249428095242440e-01 9.682673241220133287e-01 2.510324139537701615e+00 9.367836032064353891e-01 0.000000000000000000e+00 -8.792759552049636795e+02
1.314469323044091531e-01 2.214387902747088147e-02 6.372318470235877053e-01 9.435090902608790353e-01 2.514526179245224480e+00 9.441916079221643887e-01 0.000000000000000000e+00 -8.091936586123028974e+02
1.091752813448778059e-01 2.647382303933985825e-02 6.800500977980805661e-01 9.797512215326743545e-01 2.622200980260065428e+00 1.067315561627026010e+00 1.159131840106075592e-237 -5.527203485047331242e+02
1.458095888284674790e-01 2.362722793805047128e-02 7.127288426659863507e-01 9.236747815603199019e-01 2.048670104375192036e+00 9.521565820842290417e-01 4.150151425066470971e-322 -7.471683476362902638e+02
1.487861770824162877e-01 2.453815804552118146e-02 7.189752970167081481e-01 9.589421306779415399e-01 2.177840224614142173e+00 9.077970119685054851e-01 0.000000000000000000e+00 -1.022256506115585012e+03
1.109595819696990449e-01 2.620320358678257522e-02 6.575155080051098277e-01 9.914033253588859784e-01 2.362439873640532095e+00 1.112167576575727290e+00 0.000000000000000000e+00 -8.165273638839146315e+02
1.143118578454509898e-01 2.321753187048503086e-02 6.671013911255012641e-01 9.494201809290072624e-01 2.790921557040865419e+00 9.578617795846641192e-01 0.000000000000000000e+00 -9.464954190869450485e+02
1.306481610820568184e-01 2.449075564726237511e-02 7.423524177440141703e-01 9.957352500129201811e-01 2.602801297894651977e+00 9.000484856444097570e-01 6.737979196495146952e-311 -7.213515566400177477e+02
1.353728886123472530e-01 2.337457292850270846e-02 6.277477994378597437e-01 9.776245872390503244e-01 2.163021765533361673e+00 9.918904503909670156e-01 0.000000000000000000e+00 -8.014648405658563206e+02
1.315130392857778441e-01 2.662460357575141545e-02 6.366914636706106911e-01 9.223276845870443941e-01 2.351579252184226476e+00 1.031821030229596925e+00 0.000000000000000000e+00 -7.998963033483918252e+02
1.334725718047032328e-01 2.066747020385206399e-02 7.321430991028282653e-01 9.254600247393016677e-01 2.885430027342353654e+00 8.321285555590397509e-01 4.292241178531357393e-304 -7.056844120307848698e+02
1.142367913146385833e-01 2.113650297466482600e-02 7.172620193523706611e-01 9.920744638038969665e-01 2.068760005668845103e+00 1.104395662956590751e+00 1.697044203396284974e-233 -5.431287914100945500e+02
1.320447026300115012e-01 2.665400521449504123e-02 6.293625640020483747e-01 9.633698587270195235e-01 2.514497043583434177e+00 9.480718782401601485e-01 0.000000000000000000e+00 -9.941255188013002453e+02
1.253344011444629258e-01 2.456192130470245122e-02 6.953721938833831162e-01 9.848621105694725930e-01 2.839210112564284572e+00 9.044212894090830623e-01 1.787913094935769225e-302 -7.019550017896133340e+02
1.119289856437912095e-01 2.001488923683171495e-02 7.034245623786024026e-01 9.830109884156617017e-01 2.175314334710277908e+00 1.083538256050106563e+00 5.647788561277284078e-230 -5.350186601015343513e+02
1.180680240969653044e-01 2.537917253075358537e-02 7.491890529668395748e-01 9.987932226139205616e-01 2.495995327638395267e+00 1.014834192430107418e+00 8.013630431702477530e-242 -5.622998013851033647e+02
1.122730063616304286e-01 2.052784608359730506e-02 7.235230704280863900e-01 9.894247130224311793e-01 2.688672399202316043e+00 9.605048925605841337e-01 2.590079942805611253e-257 -5.979680329346460894e+02
1.286958992651099920e-01 2.605995346044592473e-02 6.585946057454087343e-01 9.933806489696833664e-01 2.782849533436388967e+00 8.983507362834288745e-01 0.000000000000000000e+00 -7.598080488162634083e+02
1.217304916050279129e-01 2.086646755012454280e-02 6.451117619370683176e-01 9.687353225590872308e-01 2.854762320366487582e+00 8.835185264297122920e-01 0.000000000000000000e+00 -9.628962347345552644e+02
1.417826998653822779e-01 2.046706156237398933e-02 6.838261882318803497e-01 9.488131483644896003e-01 2.146658002571276036e+00 9.425353190912870716e-01 0.000000000000000000e+00 -9.755985168046244098e+02
1.238395408642818385e-01 2.243947551527098253e-02 6.827879789308429759e-01 9.706076585996902262e-01 2.077999824837091669e+00 1.051399850800904590e+00 2.490023455452245442e-237 -5.519557276856558019e+02
1.451921845296775260e-01 2.423403776368134033e-02 7.193445847503910917e-01 9.439381546216911723e-01 2.169854034014471633e+00 9.229224645178989439e-01 0.000000000000000000e+00 -7.963904235113761843e+02
1.285589962779281614e-01 2.462532177180442108e-02 7.480413420271767588e-01 9.234146620339303002e-01 2.407895359954079773e+00 9.642894305560499868e-01 1.373726166863050871e-254 -5.916944395192242609e+02
1.159616773468353096e-01 2.208821265464058076e-02 7.246567680035369552e-01 9.930237517061565322e-01 2.507524085009029235e+00 9.774209856717520628e-01 0.000000000000000000e+00 -7.984969218796225050e+02
1.350977495930903993e-01 2.055117969132779290e-02 6.169568472917733581e-01 9.338124147746157400e-01 2.351775118411982834e+00 9.511230645939237061e-01 1.089347612150128666e-268 -6.241625787026711123e+02
1.101676118995028736e-01 2.204307424831204038e-02 6.533435674821639338e-01 9.997951385355816623e-01 2.627856832258718356e+00 9.966737868659367727e-01 0.000000000000000000e+00 -9.118543862450668485e+02
1.206650770849033161e-01 2.471971351120491947e-02 7.234559392322630345e-01 9.498441112008604303e-01 2.633253984679696735e+00 9.857561909347432039e-01 0.000000000000000000e+00 -7.860580281857728551e+02
1.205182692498292241e-01 2.399231509557508621e-02 7.185425568306158528e-01 9.406594108592231107e-01 2.859621151909892411e+00 9.152557487186340213e-01 1.037602538589102290e-254 -5.919750535962330105e+02
1.287841174717461179e-01 1.975608769685876023e-02 6.255409115505058404e-01 9.888563972006753078e-01 2.013553766209939422e+00 1.051251994461692041e+00 0.000000000000000000e+00 -8.623696114331072522e+02
1.331888914908646582e-01 2.296773676674759498e-02 6.945478647249933024e-01 9.913435373901031689e-01 2.486093065097467303e+00 9.054291848092794748e-01 0.000000000000000000e+00 -8.518713142190489407e+02
1.318268028392537983e-01 2.627149010561722828e-02 7.152465473709330723e-01 9.952297442771588232e-01 2.562854990396740362e+00 9.082332029123980632e-01 0.000000000000000000e+00 -7.562531364960192377e+02
1.373386699699837565e-01 2.613823749625485485e-02 7.406831009236289898e-01 9.285186616061383846e-01 2.513993653580047116e+00 9.259603258212460997e-01 1.439064355985698722e-244 -5.686221223172873351e+02
1.275897520529066798e-01 2.461123283267964770e-02 7.158388345332050706e-01 9.615404921562731300e-01 2.850612404900231933e+00 8.934928780712536600e-01 2.160097027851366576e-258 -6.004521536278346048e+02
1.191332811900834149e-01 1.913398521478809622e-02 7.289115934911700734e-01 9.220734164530638433e-01 2.140096033943831966e+00 1.051009497033090323e+00 0.000000000000000000e+00 -8.370932379239769716e+02
1.096000399100964806e-01 2.272977917859535235e-02 6.751495739661488305e-01 9.893275694081478111e-01 2.124177516880667582e+00 1.167869396640028645e+00 0.000000000000000000e+00 -9.382421477538520094e+02
1.254919248047077773e-01 2.451387867425008915e-02 6.983622912659280813e-01 9.390436961159485119e-01 2.013775181392380542e+00 1.120641149542795034e+00 0.000000000000000000e+00 -1.000715888599587629e+03
1.345165185365019833e-01 1.885518210523584592e-02 6.574102910646726361e-01 9.308112852424553774e-01 2.584252583122166325e+00 8.675130630950358412e-01 0.000000000000000000e+00 -7.826019086228926653e+02
1.210995234939700044e-01 2.141537841558500965e-02 6.687512206535641823e-01 9.645872578079101034e-01 2.410681500255091869e+00 1.010243707683350145e+00 0.000000000000000000e+00 -8.145740579582451346e+02
1.042200526349239403e-01 2.287264287516723588e-02 6.792387453321314661e-01 9.841554688291047626e-01 2.428766979939897652e+00 1.117546558875234464e+00 0.000000000000000000e+00 -9.763576506514642688e+02
1.155617058840320982e-01 2.466821839727700166e-02 6.292275937664594254e-01 9.481248504916388598e-01 2.732354828183644280e+00 9.873913605203796795e-01 0.000000000000000000e+00 -8.607625231472211453e+02
1.219210660302454535e-01 2.635203847317582615e-02 6.404572473082893458e-01 9.720561876938320633e-01 2.064274599851152470e+00 1.142184903255518913e+00 0.000000000000000000e+00 -9.073005785730359776e+02
1.018413830213797527e-01 2.272074162539462761e-02 6.273364250122972496e-01 9.988199140263651632e-01 2.643771898467929482e+00 1.108739649973933705e+00 0.000000000000000000e+00 -8.288279217559320386e+02
1.315005840281741056e-01 2.379238079727367602e-02 7.485824636465484572e-01 9.505254911460524481e-01 2.914859103022120479e+00 8.468395002070936428e-01 0.000000000000000000e+00 -7.839315561886361365e+02
1.263075196379277454e-01 2.378134353392524075e-02 6.109891930431206042e-01 9.786638617623510950e-01 2.192682183214021752e+00 1.052784436387185441e+00 1.688115081301648947e-217 -5.062927053860910860e+02
1.303267057963577447e-01 2.661983683605115281e-02 6.687690339407583728e-01 9.393581482578682307e-01 2.086228366229758713e+00 1.095732170132529548e+00 0.000000000000000000e+00 -9.290864763445179051e+02
1.461571585341855661e-01 2.366482345930822836e-02 6.420174642742093596e-01 9.408208748226755125e-01 2.012057107683682844e+00 9.987678588279347291e-01 0.000000000000000000e+00 -8.602674938656526820e+02
1.133783331607732675e-01 2.442461956920851177e-02 7.333960229343868820e-01 9.623642177609371684e-01 2.535966901177280963e+00 1.043725988795941140e+00 0.000000000000000000e+00 -8.007354862431869833e+02
1.101438024336077320e-01 2.116883814478223019e-02 6.625964753663571294e-01 9.406185060738326831e-01 2.548876916652640823e+00 1.027324574404642865e+00 0.000000000000000000e+00 -9.426930014263289195e+02
1.248228833305832786e-01 1.962752914861264769e-02 6.146303471358104398e-01 9.722552001870560234e-01 2.557492274272529009e+00 9.228480862540876517e-01 0.000000000000000000e+00 -9.358208849572466761e+02
1.301011312581307755e-01 2.432587368265745620e-02 6.179975030021960247e-01 9.745257365546720063e-01 2.097179803063808912e+00 1.048954056588234485e+00 0.000000000000000000e+00 -9.763647164248089894e+02
1.158493782990818732e-01 2.059100211269004194e-02 7.085219074790709559e-01 9.625789576526786462e-01 2.402680160172606438e+00 1.033242126957981455e+00 0.000000000000000000e+00 -9.525228708930280845e+02
1.050713984786889876e-01 2.032072167525135475e-02 6.369203552840271287e-01 9.814116546524340734e-01 2.819762195558843665e+00 1.023447396521081743e+00 0.000000000000000000e+00 -7.625198278632109350e+02
1.018178618872492280e-01 2.128856095857725381e-02 6.463426191824885869e-01 9.959188107998936390e-01 2.770411886896155806e+00 1.027809864490459635e+00 0.000000000000000000e+00 -1.024467796756594225e+03
1.144414510131969570e-01 2.234498050381936857e-02 7.089868514756074713e-01 9.574623066729993637e-01 2.942170030060196506e+00 9.446942513166359801e-01 0.000000000000000000e+00 -8.133514633828654041e+02
1.191579360281334876e-01 2.116267506147560817e-02 6.436127424409660014e-01 9.836996089814639133e-01 2.509160646885292945e+00 9.996577600698230981e-01 0.000000000000000000e+00 -1.052288918674854585e+03
1.277153801699882907e-01 2.472255631301241430e-02 7.035148265337805018e-01 9.380936272155917521e-01 2.193021655515613233e+00 1.019020556314009340e+00 0.000000000000000000e+00 -8.062918855750916691e+02
1.084766894819546162e-01 2.144599876147619197e-02 6.627594712330406868e-01 9.753849361598370127e-01 2.464651335477698435e+00 1.086132055619399850e+00 0.000000000000000000e+00 -1.009969972622077421e+03
1.416341993283758705e-01 2.280778750072244565e-02 6.211192686424685805e-01 9.480826189613980048e-01 2.109987915053010976e+00 9.923198196615274913e-01 0.000000000000000000e+00 -8.987877051966471527e+02
1.233748455463699878e-01 2.429851810354940328e-02 7.487515360357059890e-01 9.572804533077139411e-01 2.025170725963609364e+00 1.101041739363970429e+00 1.026359409917315294e-247 -5.758678527584180529e+02
1.345455610940010094e-01 2.296136461938526330e-02 6.782166952023427342e-01 9.694693958766590347e-01 2.500994053103840375e+00 9.074374204876127781e-01 5.324220530369005806e-307 -7.123767100039240177e+02
1.378773404939148683e-01 2.588409137593168652e-02 6.239056170563128667e-01 9.931775449740585238e-01 2.078051775565995740e+00 1.026719633258343922e+00 0.000000000000000000e+00 -9.930905620371719351e+02
1.240939982800889907e-01 2.260688632168121950e-02 6.390191067731602059e-01 9.504566605113780042e-01 2.018133360793120890e+00 1.119847742957549297e+00 0.000000000000000000e+00 -8.101760920274123237e+02
1.178708100946576631e-01 2.657814527845774044e-02 6.513084669366319135e-01 9.810729975888203835e-01 2.913817609690194210e+00 9.701109482280417806e-01 0.000000000000000000e+00 -8.297959549566406849e+02
1.195997967845087717e-01 2.527778521349917026e-02 7.321300725434640722e-01 9.732042278457974094e-01 2.624503775876464218e+00 9.647617017963925345e-01 2.753087022384674149e-251 -5.840914882821842866e+02
1.398452278933464132e-01 1.900492836970837235e-02 6.937102771023748726e-01 9.200212740636269926e-01 2.034259183104722535e+00 9.563209914597676775e-01 1.443698654604671066e-250 -5.824344176941256137e+02
9.800300050461219215e-02 2.137823749305617360e-02 6.274379975858013214e-01 9.786474139592690191e-01 2.802946788052389504e+00 1.091642071670276604e+00 0.000000000000000000e+00 -9.008535483942507653e+02
1.092425415203750333e-01 1.942854227875573728e-02 7.247929572522376906e-01 9.361129842164017667e-01 2.625720670777612842e+00 1.009010925404521419e+00 0.000000000000000000e+00 -1.005087693148904805e+03
1.217307101427806404e-01 2.663354395851303194e-02 6.299212707535136735e-01 9.522044361607394647e-01 2.680795225302873064e+00 9.763897564839876253e-01 2.693329699113137761e-318 -7.383866334893120893e+02
1.444894363202372245e-01 2.676484296842301588e-02 6.971579316702845031e-01 9.289538070582107343e-01 2.493602018991163405e+00 9.077814054115527220e-01 0.000000000000000000e+00 -9.169450104764418938e+02
1.336211473799459037e-01 2.276687528993071030e-02 7.240258348052205362e-01 9.764797983680304494e-01 2.085474518823445145e+00 1.012459709651645445e+00 0.000000000000000000e+00 -1.001807958011526125e+03
1.090576934516868518e-01 1.870724957149053069e-02 6.958974521370695498e-01 9.739647355064006140e-01 2.319027873868171330e+00 1.075779717054162532e+00 2.795383857841411611e-265 -6.163124329852730625e+02
1.324987543936735346e-01 2.521534946552280235e-02 6.187241636944359469e-01 9.970468840110265907e-01 2.298272167938880894e+00 9.865747214767751627e-01 0.000000000000000000e+00 -9.175889028073718237e+02
1.092860758976882812e-01 2.031077811073132844e-02 7.254256546628283786e-01 9.957760896196845568e-01 2.581499238277766395e+00 1.001324863057776682e+00 3.109832790297120525e-269 -6.254161738321898838e+02
1.161614434654219541e-01 2.318243603710995818e-02 6.347161082646302077e-01 9.530471993249219897e-01 2.357998477214371391e+00 1.054306096597471321e+00 0.000000000000000000e+00 -1.005110071695469742e+03
